id,uuid,name,category,equipment,muscles_primary,muscles_secondary,license,description_html
238,95d226ad-3bf7-4cd6-aa64-2f26b526d8b6,Fly With Dumbbells,Chest,Dumbbell,Chest,,CC-BY-SA 3,"<p>Take two dumbbells and lay on a bench, make sure the feet are firmly on the ground and your back is not arched, but has good contact with the bench. The arms are stretched in front of you, about shoulder wide. Bend now the arms a bit and let them down with a half-circle movement to the side. Without changing the angle of the elbow bring them in a fluid movement back up.</p>"
204,43e85cb8-51d0-4892-b1bf-80a3cb111ff6,Dumbbell Incline Curl,Arms,Dumbbell,Biceps,Brachialis,CC-BY-SA 4,"<p>With elbows back to sides, raise one dumbbell and rotate forearm until forearm is vertical and palm faces shoulder. Lower to original position and repeat with opposite arm. Continue to alternate between sides.</p>"
211,d8bddb58-91b0-4d7b-8ec1-cd742584b607,Dumbbell Triceps Extension,Arms,Dumbbell,Triceps,Shoulders; Chest,CC-BY-SA 3,"<p>Position one dumbbell over head with both hands under inner plate (heart shaped grip).</p>
<p>With elbows over head, lower forearm behind upper arm by flexing elbows. Flex wrists at bottom to avoid hitting dumbbell on back of neck. Raise dumbbell over head by extending elbows while hyperextending wrists. Return and repeat.</p>"
194,09dd3e3c-e53a-4e2c-a2e3-645d334f53e2,Dips,Chest,none (bodyweight exercise),Chest; Triceps,Triceps,CC0,"A dip is an upper-body strength exercise. Narrow, shoulder-width dips primarily train the triceps, with major synergists being the anterior deltoid, the pectoralis muscles (sternal, clavicular, and minor), and the rhomboid muscles of the back (in that order).[1] Wide arm training places additional emphasis on the pectoral muscles, similar in respect to the way a wide grip bench press would focus more on the pectorals and less on the triceps."
197,7c8eb1ac-2d7e-4ca7-919a-1848ba38e0f4,Dips Between Two Benches,Arms,Bench,Triceps,,CC-BY-SA 3,"<p>Put two benches so far appart, that you can hold onto one with your hands and are just able to reach the other with your feet. The legs stay during the exercise completely stretched. With your elbows facing back, bend them as much as you can. Push yourself up, but don't stretch out the arms.</p>"
208,fe328b2b-cc6d-4f12-a2c6-85ce374217c7,Dumbbells on Scott Machine,Arms,,Biceps,,CC-BY-SA 3,
254,68e0dbba-2d1e-4a56-8378-8824c1de3342,Front Raises with Plates,Shoulders,,Shoulders; Trapezius,,CC-BY-SA 3,
283,9b993e99-8701-43f0-84d6-689123183880,Hanging Leg Raises,Abs,Pull-up bar,Abs,,CC-BY-SA 3,"<p>Hanging from bar or straps, bring legs up with knees extended or flexed</p>"
256,9c35594c-bbcc-4656-bdcb-376814c90e96,Front Raises,Shoulders,Barbell; Dumbbell,Shoulders,,CC-BY-SA 3,"<p>To execute the exercise, the lifter stands with their feet shoulder width apart and weights or resistance handles held by their side with a pronated (overhand) grip.</p>
<p>The movement is to bring the arms up in front of the body to eye level and with only a slight bend in the elbow. This isolates the anterior deltoid muscle (front of the shoulder) and uses the anterior deltoid to lift the weight.</p>
<p>When lifting it is important to keep the body still so the anterior deltoid is fully utilised; if the weight cannot be lifted by standing still then it is too heavy and a lower weight is needed. It is important to keep a slight bend in the elbow when lifting as keeping the elbow locked will add stress to the elbow joint and could cause injury.</p>
<p>A neutral grip, similar to that used in the hammer curl, can also be used. With this variation the weight is again raised to eye level, but out to a 45 degree angle from the front of the body. This may be beneficial for those with shoulder injuries, particularly those related to the rotator cuff.</p>"
301,37f6bd56-815a-4975-99af-05e749fae4b2,Hyperextensions,Back,,Trapezius,,CC-BY-SA 3,"<p>Sdraiarsi sul cuscino per iperestensione con l'ombelico in corrispondenza del bordo anteriore, mentre la parte superiore del corpo può pendere liberamente. Tendete tutti i muscoli della schiena e portate il busto in alto fino a raggiungere l'orizzontale, ma non oltre. Scendere lentamente e non rilassare i muscoli.</p>"
291,1d610575-eed0-42cf-8737-29788a372af6,Hindu Squats,Legs,,Quads,Glutes,CC-BY-SA 4,"<p>Start with your feet shoulder width apart and arms slightly behind your back.</p>
<p>As you descend towards the floor, raise your heels off the ground, while keeping your back as vertical  as possible. </p>
<p>Upon attaining the bottom position, touch the hands to the heels.</p>
<p>Then stand up ending with the heels on the ground, arms extended in front of the chest then rowing into the start position.</p>"
257,d677de4c-5bd9-412a-91f1-857116a666a2,Front Squats,Legs,Barbell,Glutes,Abs,CC-BY-SA 3,<p>Squats</p>
285,3edbb63e-f326-4bd0-8af3-2d5deabb864f,High Knee Jumps,Cardio,,Hamstrings; Calves; Quads; Soleus,Obliquus externus abdominis; Abs; Serratus anterior,CC-BY-SA 4,"<p>-Start with legs slightly wider than shoulder width</p>
<p>-Drop into a bodyweight squat</p>
<p>-As you hit the bottom of the squat, explode upwards into a jump while simultaneously tucking your knees into your chest midflight.  Remain tucked until the apex of your jump.</p>
<p>-Land on both feet, making sure your knees are not locked so as to avoid excessive strain upon your joints.  Collect yourself into the next rep as quickly but under control as possible.</p>"
275,04365177-e078-489b-983a-8ac61b7346f1,Hammercurls on Cable,Arms,,Biceps,Brachialis,CC-BY-SA 3,"<p>Take a cable in your hands (palms parallel, point to each other), the body is straight. Bend the arms and bring the weight up with a fast movement. Without any pause bring it back down with a slow, controlled movement, but don't stretch completely your arms.</p>
<p>Don't swing your body during the exercise, the biceps should do all the work here. The elbows are at your side and don't move.</p>"
901,7b6460b2-49d2-40b0-a4f6-4780c79f7e25,Barbell Hip Thrust,Legs,Barbell,Glutes,,CC-BY-SA 4,"Sit on the ground with a bench behind you, bending your knees so your feet are planted on the ground and holding a barbell resting below your hips. If you have a padded bar, or anything you can slip in between the bar and your body, it will go a long way to making the exercise more comfortable."
915,3d85bdce-e1a9-48a2-b14d-8032820ebf25,BUS DRIVERS,Shoulders,,Shoulders,,CC-BY-SA 4,"Sitting with a Weight Plate, used as wheel, in both hands; raised slightly below eye level"
272,c0d9fe98-f4fe-49f3-8037-05e1984e7d2d,Hammercurls,Arms,Dumbbell,Biceps,,CC-BY-SA 3,"<p>Hold two dumbbells and sit on a bench with a straight back, the shoulders are slightly rolled backwards. Your pals point to your body. Bend the arms and bring the weight up with a fast movement. Don't rotate your hands, as with the curls. Without any pause bring the dumbbell down with a slow, controlled movement.</p>
<p>Don't swing your body during the exercise, the biceps should do all the work here. The elbows are at your side and don't move.</p>"
279,4e238360-a4c1-4509-85c1-f96d01e69cf9,Hand Grip,Arms,,,,CC-BY-SA 4,<p>chrome Hand Flex Grip to build up forearms muscles</p>
245,893c07ea-2e24-49b6-92e4-d0033eedec62,Skullcrusher Dumbbells,Arms,Bench; Dumbbell,Triceps,,CC-BY-SA 3,"<p>Hold the dumbbells and lay down on a flat bench in such a way that around 1/4 of your head is over the edge. Stretch arms straight up and then lean dumbbells away from your toes to a 10-20 degree angle. Keep upper arm at this angle throughout exercise. Dumbbell shall not be amed at your head, but away over your head. This will maximise gain from exercise with load on triceps all the time.</p>
<p>Pay attention to your elbows and arms: only the triceps are doing the work, the rest of the arms should not move.</p>"
246,95a7e546-e8f8-4521-a76b-983d94161b25,Skullcrusher SZ-bar,Arms,Bench; SZ-Bar,Triceps,,CC-BY-SA 3,"<p>Hold the SZ-bar and lay down on a flat bench in such a way that around 1/4 of your head is over the edge. Stretch your arms with the bar and bend them so that the bar is lowered. Just before it touches your forehead, push it up.</p>
<p>Pay attention to your elbows and arms: only the triceps are doing the work, the rest of the arms should not move.</p>"
292,541941e0-0fa5-4474-a382-9baf04948f8d,"Hip Raise, Lying",Back,none (bodyweight exercise),,,CC-BY-SA 4,"Lying down on your back, with your feet flat on the floor. Raise your hips up evenly as high as you can and hold for as long as you can."
259,5b4b94ca-f429-4394-9477-c00be8f2bb04,Front Pull narrow,Back,Barbell; SZ-Bar,Lats,Biceps; Brachialis,CC-BY-SA 3,
258,6260e3aa-e46b-4b4b-8ada-58bfd0922d3a,Front pull wide,Back,Barbell; SZ-Bar,Lats,Shoulders; Biceps; Brachialis,CC-BY-SA 3,
284,8381f40c-3168-4d98-af60-6a89800dd308,Hercules Pillars,Arms,,Biceps; Brachialis; Triceps,Shoulders,CC-BY-SA 3,<p>Grab two cables stand in the middle so both have tension and hold</p>
282,7704e810-c05d-47cc-a384-265e0231a497,Handstand Pushup,Shoulders,none (bodyweight exercise),Trapezius; Triceps,,CC0,"The handstand push-up (press-up) - also called the vertical push-up (press-up) or the inverted push-up (press-up) also called commandos- is a type of push-up exercise where the body is positioned in a handstand. For a true handstand, the exercise is performed free-standing, held in the air. To prepare the strength until one has built adequate balance, the feet are often placed against a wall, held by a partner, or secured in some other way from falling. Handstand pushups require significant strength, as well as balance and control if performed free-standing."
294,19a289c0-33af-4055-bb34-3570c2975d3d,Hip Thrust,Legs,Barbell; Bench,Glutes,,CC-BY-SA 4,"<p>The bar should go directly on your upper thigh, directly below your crotch. Your feet should be directly under your knees. Push your hips up so that you form a straight line from your knees to your shoulders. Use a pad for comfort.</p>"
289,b526b17b-408d-4da2-8940-ceaf9dae9d93,High Pull,Shoulders,,Shoulders,Glutes,CC-BY-SA 3,"<p>Use a light barbell, perform explosive lift up starting from underneath knee cap level. Lift/raise explosively using hips, at shoulder level. Tempo: 2111</p>"
265,ceb0c2d0-06ac-4a49-89e7-8d7b1c1e5672,Glute Bridge,Legs,,Glutes,Hamstrings,CC-BY-SA 4,"<p>Lie on you back with your hips and knees flexed, feet on the ground. From this position, raise your butt off of the ground to a height where your body makes a straight line from your knees to your shoulders. To make the exercise more intense, you can add weight by letting a barbell rest on your hips as you complete the motion, or you can put your feet on a slightly higher surface such as a step or a bench.</p>"
297,d059c63d-0a81-48a3-912a-44070c0def2e,Hollow Hold,Abs,Gym mat; none (bodyweight exercise),Obliquus externus abdominis; Abs,,CC0,"<p>Get on a mat and lie on your back. Contract your abs, stretch your raise and legs and raise them (your head and shoulders are also be raised). Make sure your lower back remains in contact with the mat.</p>"
268,fb928a58-9e24-4e7b-b714-71a5f759e8d6,Good Mornings,Legs,,Hamstrings,,CC-BY-SA 3,
310,27eb3d4a-8677-4c1f-bf34-251e2b4741cb,Incline Dumbbell Row,Back,Dumbbell; Incline bench,,Lats,CC-BY-SA 4,"<ol>
<li>Using a neutral grip, lean into an incline bench.</li>
<li>Take a dumbbell in each hand with a neutral grip, beginning with the arms straight. This will be your starting position.</li>
<li>Retract the shoulder blades and flex the elbows to row the dumbbells to your side.</li>
<li>Pause at the top of the motion, and then return to the starting position.</li>
</ol>"
827,d3b21677-7311-40f8-a321-0ad4f7dfc3a9,Front Plate Raise,Shoulders,,Shoulders,,CC-BY-SA 4,"The plate front raise is a variation of the dumbbell front raise where the lifter holds a weight plate between two hands, rather than using a dumbbell, barbell, or other weight. It can provide variety in a shoulder-focused muscle-building workout, or as part of an upper body or full-body circuit.
<ol><li>While standing straight, hold a barbell plate in both hands at the 3 and 9 o'clock positions. Your palms should be facing each other and your arms should be extended and locked with a slight bend at the elbows and the plate should be down near your waist in front of you as far as you can go. <b>Tip</b>: The arms will remain in this position throughout the exercise. This will be your starting position.</li><li>Slowly raise the plate as you exhale until it is a little above shoulder level. Hold the contraction for a second. As you inhale, slowly lower the plate back down to the starting position.</li><li>Repeat for the recommended amount of repetitions.</li></ol>"
365,3bc8b411-a28d-4e1c-a6d1-769e18fe9881,Leg Curls (laying),Legs,,Hamstrings,,CC-BY-SA 3,"<p>Lay on a bench and put your calves behind the leg holder (better if they are hold on around the lower calves). Hold a grip on the bars to make sure the body is firmly in place. Bend your legs bringing the weight up, go slowly back. During the exercise the body should not move, all work is done by the legs.</p>"
354,8c496646-baa8-4ed3-97b1-702e213fdeca,Lat Pull Down (Leaning Back),Back,,Lats,,CC-BY-SA 3,"<p>Lean Back, Pull into chest</p>"
355,fff05d7a-f374-4c8a-9885-39f49076918f,Lat Pull Down (Straight Back),Back,,Lats,,CC-BY-SA 3,<p>Pull bar down to strenum and keep straight back.</p>
366,440a5184-de58-4a86-a7ba-76ddeafaa855,Leg Curls (sitting),Legs,,Hamstrings,,CC-BY-SA 3,
349,57263316-6f34-4539-952b-b07e09bac3ba,"Lateral Rows on Cable, One Armed",Shoulders,,Shoulders,,CC-BY-SA 3,"<p>Set cable at waist height, start with arm across your belly and move han over and out too other side, one arm at the time.</p>"
348,63375f5b-2d81-471c-bea4-fc3d207e96cb,Lateral Raises,Shoulders,Dumbbell,Shoulders,,CC-BY-SA 3,"This exercise works the deltoid muscle of the shoulder. The movement starts with the arms straight, and the hands holding weights at the sides or in front of the body. Body is in a slight forward-leaning position with hips and knees bent a little. Arms are kept straight or slightly bent, and raised through an arc of movement in the coronal plane that terminates when the hands are at approximately shoulder height. Weights are lowered to the starting position, completing one rep. When using a cable machine the individual stands with the coronal plane in line with the pulley, which is at or near the ground.[9] The exercise can be completed one shoulder at a time (with the other hand used to stabilize the body against the weight moved), or with both hands simultaneously if two parallel pulleys are available."
902,50edc0f5-e9d0-471c-9fd7-fd691162b447,Barbell Hip Thrust,Legs,Barbell,Glutes,,CC-BY-SA 4,"Sit on the ground with a bench behind you, bending your knees so your feet are planted on the ground and holding a barbell resting below your hips. If you have a padded bar, or anything you can slip in between the bar and your body, it will go a long way to making the exercise more comfortable."
916,cbf4cf16-f188-4a60-a223-aa50b163f4b7,Smith Press,Shoulders,Incline bench,Shoulders,,CC-BY-SA 4,"Sitting almost 90 degree angle, smith machine&nbsp;"
314,2f5032de-df6d-406b-b709-9223ef5c3e24,Isometric Wipers,Chest,none (bodyweight exercise),Chest,Abs,CC-BY-SA 4,"<p>Assume push-up position, with hands slightly wider than shoulder width.</p>
<p>Shift body weight as far as possible to one side, allowing the elbow on that side to flex. </p>
<p>Reverse the motion, moving completely over to the other side.</p>
<p>Return to the starting position, and repeat for the desired number of repetitions.</p>"
364,48836f44-efcd-4471-a456-5f024936025a,Leg Curl,Legs,,Hamstrings; Glutes,,CC0,"The leg curl, also known as the hamstring curl, is an isolation exercise that targets the hamstring muscles. The exercise involves flexing the lower leg against resistance towards the buttocks. Other exercises that can be used to strengthen the hamstrings are the glute-ham raise and the deadlift."
351,dac3c714-f0c6-4d97-8283-17be7dd77b65,Lateral-to-Front Raises,Shoulders,Dumbbell,Shoulders; Trapezius,,CC-BY-SA 4,"<p>-(1) Perform a lateral raise, pausing at the top of the lift (2).</p>
<p>-Instead of lowering the weight, bring it to the front of your body so that you appear to be at the top position of a front raise.  You will do this by using a Pec Fly motion, maintaining straight arms. (3)</p>
<p>-Now lower the weight to your quadriceps, or, in other words, lower the dumbbells as though you are completing a Front Raise repetition. (4)</p>
<p>-Reverse the motion:  Perform a front raise (5), at the apex of the lift use a Reverse Fly motion to position the weights at the top of a Lateral Raise (6), and finally, lower the weights until your palms are essentially touching the sides of your thighs (7).  THIS IS ONE REP.</p>
<p>(1) l  <em>front view  </em>(2) -l- <em> FV  </em>  (3) l-  <em>side view</em>   (4) l  <em>SV/FV</em>   (5) l-  <em>SV  </em> (6) -l-  <em>FV  </em>  (7)  l  <em>FV/SV</em></p>"
313,312017c4-c431-46b2-86dd-b9f480617d6f,Incline Push up,Chest,,Chest,Hamstrings,CC-BY-SA 3,<p>Regular push with a 30 degree incline.</p>
341,316aca47-6f5b-40b7-b04f-f69e68387354,Squats on Multipress,Legs,,Quads,Glutes,CC-BY-SA 3,
308,55ff32e6-24ab-4303-9b50-176d60d48796,Incline Dumbbell Fly,Chest,Dumbbell; Incline bench,Chest,,CC-BY-SA 3,"<p>Use inclined bench. Hold dumbbells straight out to your sides, elbows slightly bent. Bring arms together above you, keeping angle of elbows fixed.</p>"
320,4d255f25-f199-401a-bc81-7ffab1d0ed24,Jumping Jacks,Legs,,Quads,,CC-BY-SA 4,"<p>A jumping jack or star jump, also called side-straddle hop in the US military, is a physical jumping exercise performed by jumping to a position with the legs spread wide and the hands going overhead, sometimes in a clap, and then returning to a position with the feet together and the arms at the sides</p>"
312,aae91ecf-ffa4-4730-812c-cb00e423f91c,Incline Plank With Alternate Floor Touch,Abs,,Abs,Obliquus externus abdominis,CC-BY-SA 3,"<p>Perform the plank with legs elevated, feet on a gymball. Once stabilised, slowly move one foot sideways off the ball, then make it touch the floor, then come back to starting position. Alternate with the other foot.</p>
<p>This is a core exercise.</p>"
331,8b311259-4f67-4dbf-9574-8c38faa92160,Kettlebell Swings,Legs,Kettlebell,Glutes,Hamstrings,CC-BY-SA 3,"<p>Hold the kettlebell securely in both hands. Keep your back flat throughout the move, avoiding any rounding of the spine.Keeping your knees ""soft"", hinge your hips backwards, letting the kettlebell swing between your knees.</p>
<p>You want to bend from the hips as far as you can <em>without letting your back round forwards</em>. Then, snap your hips forwards quickly and standing up straight, locking your body in an upright posture.</p>
<p>The speed you do this will cause your arms and the kettlebell to swing up in front of you. Don't try to <em>lift</em> the kettlebell with your arms. The snapping forwards of your hips will cause the kettlebell to swing forwards through momentum. Depending on the weight of the kettlebell and the speed of your hip movement, your arms will swing up to about shoulder height. At the top of this swing, let your hips hinge backwards again as the kettlebell swings back down to between your legs and the start of the next repetition.</p>"
346,91c47c8b-6290-4885-8921-df9aa7958c00,Landmine press,Shoulders,Barbell,Shoulders,Chest; Triceps,CC-BY-SA 4,
323,b16e3e5d-8401-4d2b-919c-15b536f9ec5e,Cable Cross-over,Chest,,Chest,Shoulders,CC-BY-SA 3,"<p>Begin with cables at about shoulder height, one in each hand. Take a step forward so that one foot is in front of the other, for stability, and so that there is tension on the cables. Bring hands together in front of you. Try to make your hands overlap (so that the cables cross) a few inches.</p>"
319,eeeb42ae-6a41-4127-b2ec-72376119531b,Jogging,Cardio,,,,CC-BY-SA 4,"<p>Get your shoes on, go outside and start running at a moderate pace.</p>"
380,fd595232-b9ad-4216-bba1-92298f993ea9,Leverage Machine Iso Row,Back,,Lats,,CC-BY-SA 3,<p>Adjust seat height so that the handles are at the bottom of your pectorals or just below.</p>
395,77c98954-b50d-46f0-9912-3981f856d5a6,"Long-Pulley, Narrow",Back,,Lats,Biceps; Brachialis,CC-BY-SA 3,"<p>The exercise is the same as the regular long pulley, but with a narrow grip:</p>
<p>Sit down, put your feet on the supporting points and grab the bar with a wide grip. Pull the weight with a rapid movement towards your belly button, not upper. Keep your arms and elbows during the movement close to your body. Your shoulders are pulled together. Let the weight slowly down till your arms are completely stretched.</p>"
427,cbc5fbc9-9bca-4766-941d-4b6903d4a521,Negative Crunches,Abs,,Abs,,CC-BY-SA 3,"<p>Sit yourself on the decline bench and fix your legs. Cross your arms over the chest and bring with a rolling movement your upper body up, go now without a pause and with a slow movement down again. Don't let your head move during the exercise.</p>"
418,7b1e458f-1857-4c2f-8463-7d67d4b2db93,Military Press mit SZ-Bar,Shoulders,SZ-Bar,,,CC-BY-SA 3,"<p>On an SZ-bar grip your hands on the outside of each bend and stand with your arms straight down, palms facing your legs. Pull the bar (bending your arms at the elbow) to your chest, and the push the bar above your head (arms as straight as possible). Return the bar to your chest by dropping your arms at the elbows. Return the bar to it's origional position (stand with your arms straight down, palms facing your legs.)</p>"
386,de22963a-5d42-4999-860e-377f64359432,Diamond push ups,Chest,none (bodyweight exercise),Chest,Triceps,CC-BY-SA 4,
378,5f514f9e-6bd9-408e-85b2-c25eb04af33b,"Leg Raises, Standing",Abs,,Abs,Serratus anterior,CC-BY-SA 3,"<p>Put your forearms on the pads on the leg raise machine, the body is hanging freely. Lift now your legs with a fast movement as high as you can, make a short pause of 1sec at the top, and bring them down again. Make sure that during the exercise your body does not swing, only the legs should move.</p>"
917,ca16aa3c-9b43-4d81-ae60-1e225163b767,Straight Bar Cable Front Raise,Shoulders,SZ-Bar,Shoulders,,CC-BY-SA 4,"Back to cable tower, cable between legs, SZ Bar"
379,82aec7f9-ee03-4b24-8994-f6bde07c6a41,Leverage Machine Chest Press,Chest,,Chest,,CC-BY-SA 3,<p>Be sure to adjust seat height so that the handles are towards the bottom of your pectorals.</p>
957,80c167b9-3749-48a1-8686-fc2163a1e7fb,Quadriped Arm and Leg Raise,Back,none (bodyweight exercise),Shoulders; Glutes; Serratus anterior; Trapezius,Lats,CC-BY-SA 4,"In this exercise, the back muscles and the muscles of the back of the leg and back of the arm are activated by lifting the crossed arm and leg at the same time in the crawling position. It also improves balance and proprioception. The movement is done symmetrically.

1. Get into a crawling posture.2. Draw your abdomen in, then raise your right leg and left arm.3. You should keep your abdomen in for 8 seconds.4. After 8 seconds, slowly lower your arm and leg.5. Then release your muscle."
377,9e34bc01-9cec-4ee2-a9bb-9c937a471c24,"Leg Raises, Lying",Abs,Gym mat,Abs,Serratus anterior,CC-BY-SA 3,<p>Lay down on a bench and hold onto the recliner with your hands to keep you stable. Hold your legs straight and lift them till they make an angle of about 45°. Make a short pause of 1 sec. and go slowly down to the initial position. To increase the intensity you can make a longer pause of 7 sec. every 5th time.</p>
376,c2078aac-e4e2-4103-a845-6252a3eb795e,Leg Raise,Legs,,Obliquus externus abdominis; Abs,,CC0,"The leg raise is a strength training exercise which targets the iliopsoas (the anterior hip flexors). Because the abdominal muscles are used isometrically to stabilize the body during the motion, leg raises are also often used to strengthen the rectus abdominis muscle and the internal and external oblique muscles."
394,a7e6c20a-6ddc-4401-9935-ace2d02e3995,Long-Pulley (low Row),Back,,Lats,Biceps; Brachialis,CC-BY-SA 3,"Sit down, put your feet on the supporting points and grab the bar with a wide grip. Pull the weight with a rapid movement towards your belly button, not upper. Keep your arms and elbows during the movement close to your body. Your shoulders are pulled together. Let the weight slowly down till your arms are completely stretched."
397,183e7279-f052-4c70-8381-bbbda3bb9afe,Low Box Squat - Wide Stance,Legs,Barbell,Glutes; Quads,,CC-BY-SA 4,"<p>Unrack the bar and set your stance wide, beyond your hips.  Push your hips back and sit down to a box that takes you below parallel.  Sit completely down, do not touch and go.  Then explosively stand up.  Stay tight in your upper back and torso throughout the movement.</p>"
406,aa3b4ebe-6dee-45ad-a345-cf2acebf4159,Lying Rotator Cuff Exercise,Shoulders,Dumbbell,,,CC-BY-SA 4,"<p>This is an excercise for problems with the levator muscles. Primary  Infraspinatus, secondary Teres Minor.</p>
<p>Lying on side. Keep elbow on waist and in 90 dgr angle. Rotate towards stomach. Add weight as fit.</p>"
367,49189e88-40b6-4c0d-a784-0cc3abbb8e75,Leg Curls (standing),Legs,,Hamstrings,,CC-BY-SA 3,
375,18104387-4567-4c1e-8d03-db0b274646dd,Leg Press on Hackenschmidt Machine,Legs,,Quads,,CC-BY-SA 3,
373,5f0b757c-0d6a-430b-9d5e-3bfba202878e,Leg Presses (narrow),Legs,,Quads,Glutes,CC-BY-SA 3,"<p>The exercise is very similar to the wide leg press:</p>
<p>Sit on the machine and put your feet on the platform so far apart  that you could just put another foot in between them. The feet are parallel and point up.</p>
<p>Lower the weight so much, that the knees form a right angle. Push immediately the platform up again, without any pause. When in the lower position, the knees point a bit outwards and the movement should be always fluid.</p>"
374,661287d4-d1dc-485c-896b-73f90b000536,Leg Presses (wide),Legs,,Quads,Glutes,CC-BY-SA 3,"<p>Sit on the machine and put your feet on the platform, a bit more than shoulder wide. The feet are turned outwards by a few degrees.</p>
<p>Lower the weight so much, that the knees form a right angle. Push immediately the platform up again, without any pause. When in the lower position, the knees point a bit outwards and the movement should be always fluid.</p>"
371,66a42396-c207-44da-bc75-758a89d32404,Leg Press,Legs,,Hamstrings; Calves; Glutes; Quads,Calves; Glutes,CC0,The leg press is a weight training exercise in which the individual pushes a weight or resistance away from them using their legs.
423,0027b172-a83e-4f79-af47-483302a22c02,Muscle up,Back,Pull-up bar,Biceps; Hamstrings,,CC-BY-SA 4,"<p>The body is then explosively pulled up by the arms in a radial pull-up, with greater speed than a regular pull-up. When the bar approaches the upper chest, the wrists are swiftly flexed to bring the forearms above the bar. The body is leaned forward, and the elbows are straightened by activating the triceps. The routine is considered complete when the bar is at the level of the waist and the arms are fully straight.</p>
<p>To dismount, the arms are bent at the elbow, and the body is lowered to the floor, and the exercise can be repeated.</p>
<p>As a relatively advanced exercise, muscle-ups are typically first learned with an assistive kip. The legs swing (kip) up and provide momentum to assist in the explosive upward force needed to ascend above the bar. More advanced athletes can perform a strict variation of the muscle-up which is done slowly, without any kip. This variation begins with a still dead hang and uses isometric muscle contraction to ascend above the bar in a slow, controlled fashion.</p>"
382,16089e03-5afc-4a18-a40a-beb337806ac0,L Hold,Abs,,,,CC-BY-SA 3,<p>Hold the L position for as long as possible</p>
448,748e9635-7958-4a41-b1ed-93de74c7ef72,Pendelay Rows,Back,Barbell,Lats; Trapezius,Biceps; Triceps,CC-BY-SA 3,<p>Back excercise with a barbell with a starting position which is in a bent over position with the back paralell to the ground. The barbell is on the ground at chest level.For the movement grab the barbell at shoulder width grip and pull towards your chest without losing the bent over position and without moving anything but your arms</p>
484,a6c2a970-a621-4e03-be1d-4a29118b1687,Rack Deadlift,Back,,Glutes,Biceps,CC-BY-SA 3,"<p>Deadlift to be done using a Smith machine or a free rack. Bar or barbell hould be just right under the knee cap level. Lift using the glutes and through the heels, then come back to starting postion with a control movement of 2 seconds.</p>
<p>This exercise targets mainly the lower back and glutes.</p>"
478,4284336c-6cfa-4c4d-a440-26b30db035d1,Push Press,Shoulders,,Trapezius,Glutes,CC-BY-SA 3,"<p>Clean your dumbbells onto your shoulders, palms facing in. Take a breath and brace your core.&nbsp;(picture 1)<b>&nbsp;</b>Dip at the knees and use your legs to help&nbsp;(picture 2)&nbsp;press your dumbbells overhead. Lower under control with a slow tempo to your shoulders and repeat.</p>"
445,6441ff9e-037e-48d9-8800-67b430dc8e37,Pause Bench,Chest,Barbell; Bench,Chest,Triceps,CC0,"<p>Lower the bar to your chest and pause (but do not rest) there for 2 seconds. Press back up. use the same weight you would on bench press, but perform only single reps. Total the number of reps you did in one set of bench press (if you did 3 sets of 8 do 8 sinlge pause bench reps.</p>"
465,dd52fb99-9426-4a78-b446-20a8e3e4ec47,Preacher Curls,Arms,SZ-Bar,Brachialis,Brachialis,CC-BY-SA 3,<p> Place the EZ curl bar on the rest handles in front of the preacher bench. Lean over the bench and grab the EZ curl bar with palms up. Sit down on the preacher bench seat so your upper arms rest on top of the pad and your chest is pressed against the pad. Lower the weight until your elbows are extended and arms are straight. Bring the weights back up to the starting point by contracting biceps. Repeat</p>
468,9cb69afc-7a44-4a22-b9a9-7bde8aca5b11,Prone Scapular Retraction - Arms at Side,Back,,Trapezius,,CC-BY-SA 4,"<p>Lying on stomach with head on towel.</p>
<p>Stretch arms straight out to your sides.</p>
<p>Slowly lift your arms, pulling your shoulderblades together, hold for 3 seconds.</p>
<p> </p>"
454,3b96a05b-9705-48da-b43e-6e098234bb35,Pike Push Ups,Arms,none (bodyweight exercise),Chest,Triceps,CC-BY-SA 4,<p>Push Up performed from a pike position (optional to have feet elevated).</p>
487,3f93459a-d06e-465c-85db-2137da759440,Rear Delt Raises,Shoulders,Dumbbell,,,CC-BY-SA 3,"<p>Seated on a bench bWith the dumbbells on the floor bend over at 45 Degrees and then slowly raise each dumbbell to shoulder height and hold for a couple seconds before lowering to the starting position. </p>
<p> </p>"
456,fe04cf35-1af5-4b51-89d4-c38d7eaa0db1,Pistol Squat,Legs,,Hamstrings; Glutes,Shoulders; Biceps; Brachialis,CC-BY-SA 3,"<ol><li>Stand with feet hip-width apart, toes pointed forward, and chest tall.</li><li>Extend your leg straight out; extend both arms in front of you, at shoulder level. Brace your core and look straight ahead.</li><li>Slowly squat down.&nbsp;</li><li>(optional) pause at the bottom.&nbsp;</li></ol>
Keep your (free) leg and arms extended for the whole duration."
477,7f834f07-fa7b-46b6-8ffa-45930b0602db,Pull Ups on Machine,Back,,Lats,Shoulders; Biceps; Trapezius,CC-BY-SA 3,
918,6d010eae-2e36-4ec6-b191-c0373f237bb4,Seated Dumbbell Side Lateral,Shoulders,Dumbbell,Shoulders,,CC-BY-SA 4,seated slightly leaned forward at beginning of exercise
